order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,ship_status
58,504,4,05-02-2016,07-02-2016,07-02-2016,2,6,Shipped
59,563,4,05-02-2016,07-02-2016,06-02-2016,2,7,Shipped
60,151,4,06-02-2016,08-02-2016,07-02-2016,1,3,Shipped
61,277,4,06-02-2016,09-02-2016,09-02-2016,2,7,Shipped
62,208,4,07-02-2016,10-02-2016,10-02-2016,1,2,Shipped
63,1075,4,07-02-2016,09-02-2016,09-02-2016,2,7,Shipped
64,1185,4,07-02-2016,08-02-2016,09-02-2016,2,6,Shipped
65,996,4,08-02-2016,09-02-2016,11-02-2016,2,6,Shipped
66,1253,4,09-02-2016,12-02-2016,12-02-2016,2,7,Shipped
67,526,4,09-02-2016,11-02-2016,10-02-2016,3,8,Shipped
68,381,4,10-02-2016,11-02-2016,13-02-2016,2,6,Shipped
69,1413,4,10-02-2016,12-02-2016,11-02-2016,2,7,Shipped
70,50,3,11-02-2016,11-02-2016,NULL,3,9,Pending 
71,797,4,11-02-2016,14-02-2016,12-02-2016,2,7,Shipped
72,1386,4,12-02-2016,15-02-2016,13-02-2016,1,2,Shipped
73,612,4,12-02-2016,15-02-2016,14-02-2016,2,7,Shipped
74,264,4,13-02-2016,15-02-2016,15-02-2016,2,7,Shipped
75,587,4,14-02-2016,15-02-2016,17-02-2016,2,6,Shipped
76,9,3,16-02-2016,16-02-2016,NULL,2,6,Pending 
77,385,4,16-02-2016,19-02-2016,19-02-2016,1,2,Shipped
78,1182,4,16-02-2016,18-02-2016,19-02-2016,2,7,Shipped
79,529,4,17-02-2016,20-02-2016,20-02-2016,1,3,Shipped
80,397,4,17-02-2016,20-02-2016,19-02-2016,2,6,Shipped
81,521,4,17-02-2016,19-02-2016,18-02-2016,2,6,Shipped
82,1223,4,18-02-2016,21-02-2016,20-02-2016,2,6,Shipped
83,393,4,19-02-2016,20-02-2016,20-02-2016,1,3,Shipped
84,317,4,20-02-2016,22-02-2016,21-02-2016,2,7,Shipped
85,1174,4,20-02-2016,23-02-2016,21-02-2016,2,7,Shipped
86,276,4,21-02-2016,22-02-2016,23-02-2016,2,7,Shipped
87,516,4,21-02-2016,22-02-2016,23-02-2016,2,6,Shipped
88,1069,4,21-02-2016,22-02-2016,23-02-2016,2,6,Shipped
89,668,4,21-02-2016,24-02-2016,24-02-2016,3,8,Shipped
90,414,4,23-02-2016,25-02-2016,24-02-2016,2,7,Shipped
91,648,4,25-02-2016,27-02-2016,28-02-2016,1,2,Shipped
92,1309,4,25-02-2016,28-02-2016,28-02-2016,2,7,Shipped
93,1328,4,26-02-2016,28-02-2016,27-02-2016,1,3,Shipped
94,929,4,27-02-2016,28-02-2016,29-02-2016,1,2,Shipped
95,218,4,27-02-2016,29-02-2016,28-02-2016,2,7,Shipped
96,1094,4,27-02-2016,29-02-2016,28-02-2016,2,7,Shipped
97,204,4,28-02-2016,29-02-2016,01-03-2016,2,7,Shipped
98,1194,4,28-02-2016,29-02-2016,29-02-2016,2,6,Shipped
99,1165,4,29-02-2016,01-03-2016,03-03-2016,3,9,Shipped
100,1237,4,01-03-2016,04-03-2016,03-03-2016,2,7,Shipped
101,271,4,01-03-2016,04-03-2016,04-03-2016,3,8,Shipped
102,336,4,02-03-2016,05-03-2016,03-03-2016,2,7,Shipped
103,991,4,03-03-2016,06-03-2016,05-03-2016,1,2,Shipped
104,7,4,03-03-2016,05-03-2016,05-03-2016,2,7,Shipped
105,306,4,03-03-2016,05-03-2016,04-03-2016,2,7,Shipped
106,422,4,04-03-2016,05-03-2016,05-03-2016,3,9,Shipped
107,633,4,06-03-2016,09-03-2016,09-03-2016,1,2,Shipped
108,12,4,06-03-2016,09-03-2016,07-03-2016,2,6,Shipped
109,1255,4,06-03-2016,09-03-2016,09-03-2016,2,6,Shipped
110,677,4,06-03-2016,08-03-2016,09-03-2016,3,9,Shipped
111,630,4,07-03-2016,10-03-2016,10-03-2016,2,6,Shipped
112,469,4,08-03-2016,11-03-2016,10-03-2016,2,6,Shipped
113,1078,4,08-03-2016,11-03-2016,11-03-2016,2,6,Shipped
114,1431,4,08-03-2016,10-03-2016,11-03-2016,2,7,Shipped
115,1369,4,09-03-2016,11-03-2016,11-03-2016,2,7,Shipped
116,471,4,10-03-2016,11-03-2016,11-03-2016,2,7,Shipped
117,740,4,10-03-2016,13-03-2016,11-03-2016,2,6,Shipped
118,577,4,12-03-2016,14-03-2016,13-03-2016,1,2,Shipped
119,925,4,12-03-2016,14-03-2016,14-03-2016,2,7,Shipped
120,327,4,14-03-2016,15-03-2016,17-03-2016,2,7,Shipped
121,755,4,14-03-2016,15-03-2016,16-03-2016,2,6,Shipped
122,786,4,14-03-2016,16-03-2016,15-03-2016,2,6,Shipped
123,766,4,15-03-2016,18-03-2016,17-03-2016,2,6,Shipped
124,403,4,16-03-2016,18-03-2016,17-03-2016,1,3,Shipped
125,685,4,16-03-2016,19-03-2016,17-03-2016,2,6,Shipped
126,1365,4,16-03-2016,18-03-2016,18-03-2016,2,7,Shipped
127,484,4,17-03-2016,18-03-2016,19-03-2016,3,8,Shipped
128,86,4,18-03-2016,20-03-2016,21-03-2016,2,6,Shipped
129,84,4,19-03-2016,21-03-2016,21-03-2016,2,7,Shipped
130,1049,4,19-03-2016,22-03-2016,20-03-2016,2,6,Shipped
131,316,4,19-03-2016,22-03-2016,20-03-2016,3,8,Shipped
132,46,4,20-03-2016,22-03-2016,23-03-2016,1,3,Shipped
133,409,4,20-03-2016,22-03-2016,21-03-2016,2,7,Shipped
134,679,4,20-03-2016,21-03-2016,21-03-2016,2,7,Shipped
135,1354,4,21-03-2016,23-03-2016,23-03-2016,2,7,Shipped
136,1192,4,21-03-2016,24-03-2016,23-03-2016,3,8,Shipped
137,370,4,23-03-2016,26-03-2016,25-03-2016,2,7,Shipped
138,438,4,23-03-2016,24-03-2016,25-03-2016,2,7,Shipped
139,710,4,23-03-2016,24-03-2016,26-03-2016,2,7,Shipped
140,1264,4,23-03-2016,26-03-2016,26-03-2016,2,7,Shipped
141,557,4,25-03-2016,27-03-2016,26-03-2016,2,7,Shipped
142,170,4,26-03-2016,27-03-2016,27-03-2016,1,3,Shipped
143,693,4,26-03-2016,28-03-2016,28-03-2016,2,7,Shipped
144,1124,4,26-03-2016,29-03-2016,29-03-2016,2,7,Shipped
145,366,4,27-03-2016,29-03-2016,30-03-2016,2,6,Shipped
146,288,4,28-03-2016,30-03-2016,30-03-2016,1,3,Shipped
147,55,4,28-03-2016,31-03-2016,31-03-2016,2,7,Shipped
148,714,4,28-03-2016,30-03-2016,30-03-2016,2,6,Shipped
149,763,4,28-03-2016,30-03-2016,29-03-2016,2,6,Shipped
150,332,4,29-03-2016,31-03-2016,01-04-2016,1,2,Shipped
151,926,4,29-03-2016,01-04-2016,31-03-2016,1,2,Shipped
152,76,4,29-03-2016,30-03-2016,30-03-2016,2,6,Shipped
153,498,4,30-03-2016,02-04-2016,01-04-2016,2,6,Shipped
154,1286,4,31-03-2016,01-04-2016,01-04-2016,1,2,Shipped
155,371,4,02-04-2016,03-04-2016,04-04-2016,2,6,Shipped
156,357,4,03-04-2016,06-04-2016,05-04-2016,1,3,Shipped
157,43,4,03-04-2016,06-04-2016,06-04-2016,3,8,Shipped
158,117,3,04-04-2016,04-04-2016,NULL,3,9,Pending 
159,32,4,04-04-2016,06-04-2016,06-04-2016,1,2,Shipped
160,205,4,04-04-2016,06-04-2016,06-04-2016,2,7,Shipped
161,251,4,04-04-2016,07-04-2016,05-04-2016,2,7,Shipped
162,31,4,06-04-2016,08-04-2016,07-04-2016,1,3,Shipped
163,1325,4,06-04-2016,07-04-2016,07-04-2016,2,7,Shipped
164,610,4,07-04-2016,08-04-2016,09-04-2016,2,7,Shipped
165,574,4,08-04-2016,10-04-2016,10-04-2016,1,3,Shipped
166,338,4,08-04-2016,11-04-2016,11-04-2016,2,6,Shipped
167,1034,4,08-04-2016,09-04-2016,11-04-2016,2,7,Shipped
168,1147,4,09-04-2016,12-04-2016,11-04-2016,1,3,Shipped
169,99,4,10-04-2016,11-04-2016,11-04-2016,2,7,Shipped
170,1200,4,10-04-2016,11-04-2016,13-04-2016,2,7,Shipped
171,237,4,11-04-2016,14-04-2016,14-04-2016,1,3,Shipped
172,1079,4,11-04-2016,12-04-2016,14-04-2016,2,7,Shipped
173,117,4,11-04-2016,14-04-2016,13-04-2016,3,8,Shipped
174,1361,4,12-04-2016,13-04-2016,15-04-2016,2,7,Shipped
175,951,4,13-04-2016,14-04-2016,14-04-2016,2,6,Shipped
176,643,4,15-04-2016,16-04-2016,17-04-2016,2,7,Shipped
177,121,4,16-04-2016,19-04-2016,19-04-2016,1,2,Shipped
178,756,4,16-04-2016,17-04-2016,18-04-2016,2,6,Shipped
179,616,4,17-04-2016,19-04-2016,19-04-2016,2,6,Shipped
180,918,4,17-04-2016,20-04-2016,19-04-2016,2,7,Shipped
181,459,4,18-04-2016,20-04-2016,20-04-2016,1,3,Shipped
182,854,4,18-04-2016,19-04-2016,20-04-2016,2,6,Shipped
183,22,4,19-04-2016,20-04-2016,20-04-2016,2,7,Shipped
184,134,4,19-04-2016,21-04-2016,22-04-2016,2,7,Shipped
185,24,3,20-04-2016,20-04-2016,NULL,1,2,Pending 
186,1127,4,21-04-2016,22-04-2016,24-04-2016,2,6,Shipped
187,183,4,22-04-2016,23-04-2016,24-04-2016,2,6,Shipped
188,390,4,22-04-2016,23-04-2016,25-04-2016,2,6,Shipped
189,1288,4,23-04-2016,24-04-2016,26-04-2016,1,2,Shipped
190,98,4,23-04-2016,25-04-2016,25-04-2016,2,6,Shipped
191,919,4,27-04-2016,28-04-2016,28-04-2016,1,2,Shipped
192,728,4,27-04-2016,28-04-2016,29-04-2016,2,7,Shipped
193,1366,4,28-04-2016,30-04-2016,30-04-2016,1,3,Shipped
194,558,4,28-04-2016,30-04-2016,01-05-2016,2,7,Shipped
195,727,4,28-04-2016,01-05-2016,01-05-2016,2,7,Shipped
196,1247,4,28-04-2016,30-04-2016,01-05-2016,2,6,Shipped
197,127,4,30-04-2016,03-05-2016,03-05-2016,2,7,Shipped
198,640,4,01-05-2016,04-05-2016,03-05-2016,2,6,Shipped
199,760,4,01-05-2016,04-05-2016,04-05-2016,2,7,Shipped
200,1074,4,01-05-2016,03-05-2016,03-05-2016,2,6,Shipped
201,280,4,01-05-2016,04-05-2016,02-05-2016,3,9,Shipped
202,600,4,03-05-2016,05-05-2016,04-05-2016,1,2,Shipped
203,1102,4,03-05-2016,05-05-2016,06-05-2016,3,9,Shipped
204,591,4,04-05-2016,07-05-2016,06-05-2016,2,7,Shipped
205,635,4,04-05-2016,05-05-2016,06-05-2016,2,6,Shipped
206,743,4,04-05-2016,06-05-2016,05-05-2016,3,9,Shipped
207,105,4,05-05-2016,07-05-2016,07-05-2016,2,7,Shipped
208,815,4,06-05-2016,07-05-2016,09-05-2016,2,7,Shipped
209,514,4,07-05-2016,08-05-2016,08-05-2016,2,6,Shipped
210,943,4,07-05-2016,08-05-2016,09-05-2016,2,6,Shipped
211,1140,4,07-05-2016,09-05-2016,08-05-2016,2,6,Shipped
212,1373,4,08-05-2016,09-05-2016,11-05-2016,2,6,Shipped
213,788,4,08-05-2016,09-05-2016,09-05-2016,3,8,Shipped
214,363,4,10-05-2016,12-05-2016,11-05-2016,2,6,Shipped
215,1420,4,10-05-2016,13-05-2016,12-05-2016,2,7,Shipped
216,267,4,11-05-2016,14-05-2016,13-05-2016,1,3,Shipped
217,716,4,11-05-2016,12-05-2016,14-05-2016,2,7,Shipped
218,1179,4,12-05-2016,14-05-2016,14-05-2016,2,7,Shipped
219,1338,4,12-05-2016,15-05-2016,15-05-2016,2,6,Shipped
220,1358,4,12-05-2016,14-05-2016,15-05-2016,2,6,Shipped
221,1218,4,13-05-2016,16-05-2016,14-05-2016,1,2,Shipped
222,51,4,13-05-2016,16-05-2016,14-05-2016,2,6,Shipped
223,1368,4,15-05-2016,16-05-2016,17-05-2016,2,7,Shipped
224,157,4,17-05-2016,18-05-2016,19-05-2016,1,3,Shipped
225,307,4,17-05-2016,20-05-2016,19-05-2016,1,3,Shipped
226,501,4,17-05-2016,19-05-2016,20-05-2016,1,2,Shipped
227,489,4,17-05-2016,18-05-2016,20-05-2016,2,7,Shipped
228,615,4,17-05-2016,20-05-2016,20-05-2016,2,7,Shipped
229,742,4,19-05-2016,21-05-2016,20-05-2016,2,6,Shipped
230,1167,4,19-05-2016,20-05-2016,21-05-2016,2,6,Shipped
231,1257,4,19-05-2016,22-05-2016,21-05-2016,2,6,Shipped
232,1360,4,20-05-2016,23-05-2016,23-05-2016,1,3,Shipped
233,737,4,21-05-2016,22-05-2016,24-05-2016,2,6,Shipped
234,1435,4,22-05-2016,24-05-2016,24-05-2016,2,6,Shipped
235,649,4,24-05-2016,25-05-2016,25-05-2016,2,6,Shipped
236,206,4,25-05-2016,27-05-2016,26-05-2016,2,6,Shipped
237,1351,4,25-05-2016,26-05-2016,27-05-2016,2,7,Shipped
238,1350,4,26-05-2016,29-05-2016,29-05-2016,2,6,Shipped
239,13,3,27-05-2016,27-05-2016,NULL,3,9,Pending 
240,65,4,27-05-2016,29-05-2016,30-05-2016,2,6,Shipped
241,1082,4,27-05-2016,29-05-2016,29-05-2016,2,7,Shipped
242,1168,4,27-05-2016,30-05-2016,30-05-2016,2,7,Shipped
243,802,4,27-05-2016,30-05-2016,28-05-2016,3,8,Shipped
244,956,4,28-05-2016,29-05-2016,29-05-2016,2,6,Shipped
245,223,4,29-05-2016,31-05-2016,30-05-2016,2,7,Shipped
246,17,3,30-05-2016,30-05-2016,NULL,2,6,Pending 
247,928,4,30-05-2016,01-06-2016,01-06-2016,1,3,Shipped
248,1376,4,30-05-2016,01-06-2016,31-05-2016,2,7,Shipped
249,145,4,01-06-2016,04-06-2016,04-06-2016,2,6,Shipped
250,150,4,01-06-2016,02-06-2016,04-06-2016,2,7,Shipped
251,851,4,01-06-2016,04-06-2016,04-06-2016,2,7,Shipped
252,66,4,01-06-2016,04-06-2016,02-06-2016,3,8,Shipped
253,1267,4,02-06-2016,05-06-2016,05-06-2016,2,6,Shipped
254,510,4,03-06-2016,06-06-2016,05-06-2016,2,7,Shipped
255,801,4,03-06-2016,06-06-2016,05-06-2016,2,7,Shipped
256,26,4,04-06-2016,05-06-2016,07-06-2016,2,7,Shipped
257,1314,4,05-06-2016,06-06-2016,08-06-2016,1,3,Shipped
258,107,4,06-06-2016,07-06-2016,07-06-2016,2,7,Shipped
259,413,4,06-06-2016,09-06-2016,09-06-2016,2,7,Shipped
260,632,4,06-06-2016,08-06-2016,08-06-2016,2,6,Shipped
261,1045,4,08-06-2016,10-06-2016,09-06-2016,1,2,Shipped
262,579,4,08-06-2016,11-06-2016,10-06-2016,3,9,Shipped
263,1322,4,09-06-2016,10-06-2016,12-06-2016,2,6,Shipped
264,5,3,10-06-2016,10-06-2016,NULL,1,3,Pending 
265,682,4,10-06-2016,12-06-2016,11-06-2016,2,7,Shipped
266,933,4,10-06-2016,13-06-2016,13-06-2016,2,7,Shipped
267,282,4,11-06-2016,14-06-2016,14-06-2016,1,3,Shipped
268,540,4,11-06-2016,14-06-2016,12-06-2016,1,3,Shipped
269,764,4,12-06-2016,13-06-2016,15-06-2016,2,6,Shipped
270,879,4,12-06-2016,15-06-2016,13-06-2016,2,7,Shipped
271,350,4,13-06-2016,16-06-2016,14-06-2016,2,7,Shipped
272,497,4,15-06-2016,18-06-2016,16-06-2016,2,7,Shipped
273,1340,4,16-06-2016,19-06-2016,17-06-2016,2,7,Shipped
274,411,4,17-06-2016,20-06-2016,18-06-2016,2,7,Shipped
275,1341,4,17-06-2016,19-06-2016,18-06-2016,2,7,Shipped
276,1227,4,18-06-2016,19-06-2016,19-06-2016,2,6,Shipped
277,546,4,19-06-2016,20-06-2016,20-06-2016,2,7,Shipped
278,1301,4,20-06-2016,23-06-2016,21-06-2016,1,3,Shipped
279,378,4,21-06-2016,22-06-2016,22-06-2016,2,6,Shipped
280,638,4,21-06-2016,22-06-2016,23-06-2016,2,7,Shipped
281,800,4,21-06-2016,22-06-2016,23-06-2016,2,7,Shipped
282,159,4,22-06-2016,25-06-2016,25-06-2016,3,9,Shipped
283,181,4,23-06-2016,26-06-2016,26-06-2016,1,2,Shipped
284,1356,4,23-06-2016,25-06-2016,25-06-2016,2,7,Shipped
285,319,4,25-06-2016,26-06-2016,27-06-2016,1,2,Shipped
286,59,4,25-06-2016,26-06-2016,26-06-2016,2,6,Shipped
287,133,4,25-06-2016,26-06-2016,27-06-2016,2,6,Shipped
288,780,4,25-06-2016,28-06-2016,28-06-2016,2,6,Shipped
289,849,4,27-06-2016,28-06-2016,30-06-2016,2,6,Shipped
290,202,4,28-06-2016,29-06-2016,30-06-2016,2,6,Shipped
291,158,4,29-06-2016,30-06-2016,01-07-2016,2,6,Shipped
292,360,4,29-06-2016,30-06-2016,02-07-2016,3,9,Shipped
293,573,4,30-06-2016,03-07-2016,02-07-2016,2,7,Shipped
294,732,4,01-07-2016,02-07-2016,02-07-2016,2,7,Shipped
295,1130,4,01-07-2016,04-07-2016,04-07-2016,2,7,Shipped
296,1245,4,04-07-2016,07-07-2016,06-07-2016,2,6,Shipped
297,1425,4,04-07-2016,05-07-2016,06-07-2016,2,7,Shipped
298,885,4,04-07-2016,07-07-2016,07-07-2016,3,9,Shipped
299,281,4,05-07-2016,06-07-2016,07-07-2016,2,6,Shipped
300,1205,4,05-07-2016,08-07-2016,08-07-2016,2,6,Shipped
301,17,4,06-07-2016,09-07-2016,08-07-2016,2,6,Shipped
302,1375,4,06-07-2016,07-07-2016,09-07-2016,2,6,Shipped
303,36,4,07-07-2016,08-07-2016,09-07-2016,2,7,Shipped
304,230,4,07-07-2016,08-07-2016,08-07-2016,2,6,Shipped
305,705,4,07-07-2016,08-07-2016,08-07-2016,2,7,Shipped
306,424,4,09-07-2016,10-07-2016,12-07-2016,2,7,Shipped
307,695,4,09-07-2016,11-07-2016,11-07-2016,2,6,Shipped
308,156,4,11-07-2016,12-07-2016,14-07-2016,2,6,Shipped
309,211,4,11-07-2016,13-07-2016,13-07-2016,2,6,Shipped
310,627,4,12-07-2016,13-07-2016,13-07-2016,1,2,Shipped
311,1400,4,12-07-2016,14-07-2016,13-07-2016,2,6,Shipped
312,299,4,13-07-2016,15-07-2016,16-07-2016,2,6,Shipped
313,565,4,14-07-2016,15-07-2016,15-07-2016,3,9,Shipped
314,1019,4,15-07-2016,17-07-2016,17-07-2016,2,7,Shipped
315,1263,4,16-07-2016,19-07-2016,17-07-2016,2,6,Shipped
316,670,4,17-07-2016,20-07-2016,19-07-2016,2,7,Shipped
317,795,4,17-07-2016,20-07-2016,19-07-2016,2,7,Shipped
318,1141,4,17-07-2016,19-07-2016,20-07-2016,2,7,Shipped
319,941,4,18-07-2016,21-07-2016,21-07-2016,2,6,Shipped
320,1428,4,19-07-2016,20-07-2016,21-07-2016,1,2,Shipped
321,568,4,19-07-2016,22-07-2016,21-07-2016,2,6,Shipped
322,924,4,19-07-2016,22-07-2016,20-07-2016,2,6,Shipped
323,1243,4,19-07-2016,22-07-2016,21-07-2016,2,6,Shipped
324,480,4,20-07-2016,22-07-2016,23-07-2016,2,6,Shipped
325,848,4,20-07-2016,21-07-2016,21-07-2016,2,6,Shipped
326,1337,4,20-07-2016,21-07-2016,22-07-2016,3,9,Shipped
327,83,4,21-07-2016,24-07-2016,22-07-2016,2,6,Shipped
328,528,4,23-07-2016,26-07-2016,25-07-2016,2,6,Shipped
329,274,4,24-07-2016,27-07-2016,26-07-2016,2,6,Shipped
330,622,4,24-07-2016,27-07-2016,27-07-2016,2,6,Shipped
331,642,4,24-07-2016,26-07-2016,25-07-2016,2,6,Shipped
332,659,4,24-07-2016,26-07-2016,26-07-2016,2,7,Shipped
333,779,4,25-07-2016,27-07-2016,26-07-2016,2,6,Shipped
334,1112,4,25-07-2016,28-07-2016,27-07-2016,2,7,Shipped
335,1193,4,25-07-2016,27-07-2016,26-07-2016,2,6,Shipped
336,1030,4,26-07-2016,29-07-2016,27-07-2016,2,7,Shipped
337,1252,4,26-07-2016,27-07-2016,28-07-2016,2,7,Shipped
338,1333,4,28-07-2016,29-07-2016,30-07-2016,1,3,Shipped
339,1110,4,28-07-2016,31-07-2016,29-07-2016,2,7,Shipped
340,963,4,29-07-2016,30-07-2016,31-07-2016,2,7,Shipped
341,1357,4,31-07-2016,03-08-2016,01-08-2016,1,3,Shipped
342,806,4,31-07-2016,01-08-2016,03-08-2016,2,7,Shipped
343,961,4,31-07-2016,02-08-2016,01-08-2016,2,7,Shipped
344,750,4,01-08-2016,03-08-2016,02-08-2016,2,6,Shipped
345,1299,4,01-08-2016,04-08-2016,03-08-2016,2,6,Shipped
346,584,4,01-08-2016,03-08-2016,02-08-2016,3,9,Shipped
347,1004,4,02-08-2016,03-08-2016,05-08-2016,2,6,Shipped
348,907,4,02-08-2016,05-08-2016,04-08-2016,3,9,Shipped
349,30,3,03-08-2016,03-08-2016,NULL,1,3,Pending 
350,31,3,03-08-2016,03-08-2016,NULL,1,3,Pending 
351,1307,4,03-08-2016,06-08-2016,04-08-2016,1,2,Shipped
352,16,4,03-08-2016,04-08-2016,06-08-2016,2,7,Shipped
353,1387,4,03-08-2016,06-08-2016,06-08-2016,2,7,Shipped
354,551,4,03-08-2016,05-08-2016,06-08-2016,3,8,Shipped
355,1011,4,03-08-2016,05-08-2016,05-08-2016,3,8,Shipped
356,1189,4,04-08-2016,07-08-2016,06-08-2016,2,6,Shipped
357,14,3,05-08-2016,05-08-2016,NULL,3,8,Pending 
358,1042,4,05-08-2016,07-08-2016,07-08-2016,2,7,Shipped
359,441,4,07-08-2016,10-08-2016,10-08-2016,2,7,Shipped
360,1300,4,07-08-2016,09-08-2016,10-08-2016,2,6,Shipped
361,994,4,08-08-2016,09-08-2016,11-08-2016,2,6,Shipped
362,187,4,09-08-2016,11-08-2016,11-08-2016,1,2,Shipped
363,834,4,11-08-2016,12-08-2016,13-08-2016,3,8,Shipped
364,373,4,12-08-2016,14-08-2016,13-08-2016,2,6,Shipped
365,981,4,13-08-2016,14-08-2016,15-08-2016,2,6,Shipped
366,1054,4,13-08-2016,14-08-2016,14-08-2016,3,9,Shipped
367,527,4,14-08-2016,15-08-2016,15-08-2016,2,7,Shipped
368,995,4,14-08-2016,15-08-2016,17-08-2016,2,7,Shipped
369,1285,4,15-08-2016,18-08-2016,18-08-2016,1,3,Shipped
370,758,4,15-08-2016,18-08-2016,18-08-2016,2,7,Shipped
371,891,4,15-08-2016,16-08-2016,18-08-2016,2,7,Shipped
372,132,4,16-08-2016,18-08-2016,18-08-2016,2,6,Shipped
373,337,4,16-08-2016,19-08-2016,17-08-2016,2,7,Shipped
374,1313,4,17-08-2016,19-08-2016,18-08-2016,1,2,Shipped
375,536,4,17-08-2016,20-08-2016,20-08-2016,2,7,Shipped
376,825,4,17-08-2016,19-08-2016,18-08-2016,2,6,Shipped
377,1355,4,17-08-2016,19-08-2016,20-08-2016,2,6,Shipped
378,475,4,17-08-2016,20-08-2016,20-08-2016,3,9,Shipped
379,954,4,18-08-2016,21-08-2016,21-08-2016,2,7,Shipped
380,1156,4,19-08-2016,20-08-2016,21-08-2016,2,7,Shipped
381,1297,4,19-08-2016,21-08-2016,21-08-2016,2,7,Shipped
382,199,4,20-08-2016,23-08-2016,23-08-2016,2,6,Shipped
383,331,4,20-08-2016,23-08-2016,22-08-2016,2,7,Shipped
384,410,4,20-08-2016,22-08-2016,23-08-2016,2,7,Shipped
